Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
congo-kinshasa,"1,298",56,50,0,212,55,"1,036",0 (0%),"1,036",4%,0,0
somalia,"1,284",65,53,1,135,5,"1,096",2 (0%),"1,096",4%,0,0
el-salvador,"1,210",98,23,0,416,11,771,19 (2%),771,2%,"51,142","2,229"
mayotte,"1,210",67,16,2,627,0,567,10 (2%),567,1%,"5,000",200
gabon,"1,209",105,10,0,219,37,980,11 (1%),980,1%,"7,050","1,520"
tajikistan,"1,118",211,33,4,0,0,"1,085",0 (0%),"1,085",3%,0,0
kyrgyzstan,"1,111",29,14,2,745,10,352,13 (4%),352,1%,"59,490",0
hong-kong,"1,053",1,4,0,"1,019",10,30,1 (3%),30,0%,"168,291",0
tunisia,"1,032",0,45,0,770,30,217,3 (1%),217,4%,"36,523","2,643"
maldives,"1,031",49,4,0,49,4,978,2 (0%),978,0%,"11,775",0
latvia,970,8,19,0,662,35,289,3 (1%),289,2%,"85,431","2,156"
kosovo,944,25,29,0,690,19,225,0 (0%),225,3%,0,0
sri-lanka,935,10,9,0,477,32,449,1 (0%),449,1%,"39,629",0
albania,916,18,31,0,705,11,180,1 (1%),180,3%,"11,458",219
guinea-bissau,913,77,3,0,26,0,884,0 (0%),884,0%,"1,500",0
cyprus,910,3,17,0,481,0,412,10 (2%),412,2%,"81,942",0
lebanon,891,5,26,0,246,10,619,4 (1%),619,3%,"57,715","1,330"
niger,885,9,51,1,684,7,150,0 (0%),150,6%,"5,749",26
costa-rica,843,13,9,1,542,7,292,5 (2%),292,1%,"18,655",267
mali,806,27,46,0,455,19,305,0 (0%),305,6%,"2,498",0
kenya,781,23,45,3,284,0,452,1 (0%),452,6%,"36,918",0
burkina-faso,780,7,51,0,595,3,134,0 (0%),134,7%,0,0
andorra,761,1,49,0,596,20,116,3 (3%),116,6%,"1,673",0
paraguay,759,5,11,0,193,9,555,0 (0%),555,1%,"18,856",672
uruguay,732,8,19,0,553,6,160,7 (4%),160,3%,"32,225","1,016"
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
georgia,671,4,12,0,393,10,266,6 (2%),266,2%,"36,248","1,748"
zambia,654,208,7,0,124,0,523,1 (0%),523,1%,"15,487","1,615"
san-marino,652,4,41,0,189,17,422,1 (0%),422,6%,"3,394",94
jordan,596,10,9,0,401,8,186,5 (3%),186,2%,"136,229","4,244"
equatorial-guinea,594,11,7,0,22,9,565,0 (0%),565,1%,854,0
channel-islands,549,1,43,0,457,1,49,0 (0%),49,8%,"5,342",0
malta,532,10,6,0,458,15,68,1 (1%),68,1%,"47,504","1,537"
jamaica,509,2,9,0,118,18,382,0 (0%),382,2%,"7,780",315
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
venezuela,455,15,10,0,220,0,225,2 (1%),225,2%,"535,742","9,840"
sierra-leone,447,39,27,1,97,0,323,0 (0%),323,6%,0,0
réunion,441,1,0,0,354,0,87,4 (5%),87,0%,"17,200",0
taiwan,440,0,7,0,383,8,50,0 (0%),50,2%,"68,335",228
chad,428,29,48,2,88,5,292,0 (0%),292,11%,0,0
congo-brazzaville,391,58,15,4,87,34,289,0 (0%),289,4%,0,0
palestine,375,0,2,0,310,0,63,0 (0%),63,1%,"43,566",0
benin,339,12,2,0,83,0,254,0 (0%),254,1%,"25,471",0
isle-of-man,334,2,24,1,285,0,25,10 (40%),25,7%,"4,032",59
mauritius,332,0,10,0,322,0,0,0 (nan%),0,3%,"69,773",0
cabo-verde,326,11,2,0,67,0,257,0 (0%),257,1%,791,0
montenegro,324,0,9,0,309,2,6,2 (33%),6,3%,"10,167",0
vietnam,313,1,0,0,260,0,53,2 (4%),53,0%,"275,000",0
car,301,158,0,0,13,3,288,0 (0%),288,0%,"3,498",0
rwanda,287,0,0,0,168,4,119,0 (0%),119,0%,"45,140",895
ethiopia,287,15,5,0,112,4,170,0 (0%),170,2%,"48,985","3,707"
haiti,273,39,20,2,18,1,235,0 (0%),235,7%,"1,502",94
nepal,267,21,0,0,36,1,231,0 (0%),231,0%,"87,008","5,323"
togo,263,25,11,0,96,0,156,0 (0%),156,4%,"12,040",244
madagascar,238,8,0,0,112,4,126,1 (1%),126,0%,"5,670",0
south-sudan,236,33,4,4,4,1,228,0 (0%),228,2%,"3,356",0
sao-tome-and-principe,235,15,7,1,4,0,224,0 (0%),224,3%,175,0
liberia,219,4,20,0,108,3,91,0 (0%),91,9%,0,0
uganda,203,43,0,0,63,0,140,0 (0%),140,0%,"70,117","2,558"
martinique,192,3,14,0,91,0,87,0 (0%),87,7%,0,0
eswatini,190,3,2,0,66,15,122,0 (0%),122,1%,"4,160","1,898"
faroe-islands,187,0,0,0,187,0,0,0 (nan%),0,0%,"8,638",0
myanmar,181,0,6,0,84,5,91,0 (0%),91,3%,"12,482",421
french-guiana,164,11,1,0,124,0,39,0 (0%),39,1%,0,0
guadeloupe,155,0,13,0,109,0,33,4 (12%),33,8%,0,0
gibraltar,147,0,0,0,144,0,3,0 (0%),3,0%,"4,750",398
brunei,141,0,1,0,134,0,6,2 (33%),6,1%,"16,523",173
bermuda,122,1,9,1,66,0,47,2 (4%),47,7%,"4,691",49
cambodia,122,0,0,0,121,0,1,1 (100%),1,0%,"14,461",305
mozambique,119,4,0,0,42,7,77,0 (0%),77,0%,"5,361",242
trinidad-and-tobago,116,0,8,0,107,0,1,0 (0%),1,7%,"2,516",88
guyana,113,0,10,0,42,1,61,3 (5%),61,9%,"1,052",32
yemen,106,21,15,3,1,0,90,0 (0%),90,14%,120,0
aruba,101,0,3,0,93,4,5,4 (80%),5,3%,"1,937",49
mongolia,98,56,0,0,15,0,83,2 (2%),83,0%,"10,162",375
bahamas,96,3,11,0,41,2,44,1 (2%),44,11%,"1,700",66
monaco,96,0,4,0,87,0,5,1 (20%),5,4%,0,0
cayman-islands,94,1,1,0,55,1,38,3 (8%),38,1%,"5,900",558
barbados,85,0,7,0,65,0,13,4 (31%),13,8%,"3,480",157
liechtenstein,82,0,1,0,55,0,26,0 (0%),26,1%,900,0
sint-maarten,76,0,15,0,46,0,15,7 (47%),15,20%,329,0
libya,64,0,3,0,28,0,33,0 (0%),33,5%,"3,253",0
malawi,63,0,3,0,24,0,36,1 (3%),36,5%,"1,363",0
syria,50,2,3,0,36,7,11,0 (0%),11,6%,0,0
angola,48,3,2,0,14,0,32,0 (0%),32,4%,"6,136","3,136"
macau,45,0,0,0,43,0,2,1 (50%),2,0%,0,0
zimbabwe,42,5,4,0,13,0,25,0 (0%),25,10%,"25,478",0
eritrea,39,0,0,0,38,0,1,0 (0%),1,0%,0,0
saint-martin,39,0,3,0,30,0,6,1 (17%),6,8%,0,0
mauritania,26,6,2,0,7,0,17,0 (0%),17,8%,"2,015",0
nicaragua,25,0,8,0,7,0,10,0 (0%),10,32%,0,0
antigua-and-barbuda,25,0,3,0,19,0,3,1 (33%),3,12%,183,0
timor-leste,24,0,0,0,21,0,3,0 (0%),3,0%,738,0
botswana,24,0,1,0,17,0,6,0 (0%),6,4%,"11,495",0
gambia,23,0,1,0,10,0,12,0 (0%),12,4%,"1,341",24
grenada,22,1,0,0,14,1,8,4 (50%),8,0%,"2,419","1,013"
bhutan,21,2,0,0,5,0,16,0 (0%),16,0%,"13,311",379
laos,19,0,0,0,14,0,5,0 (0%),5,0%,"4,092",117
saint-lucia,18,0,0,0,18,0,0,0 (nan%),0,0%,727,0
fiji,18,0,0,0,14,0,4,0 (0%),4,0%,"1,300",0
new-caledonia,18,0,0,0,18,0,0,0 (nan%),0,0%,"5,454",0
belize,18,0,2,0,16,0,0,0 (nan%),0,11%,"1,043",0
st-vincent-grenadines,17,0,0,0,12,0,5,0 (0%),5,0%,155,0
dominica,16,0,0,0,15,0,1,0 (0%),1,0%,420,0
namibia,16,0,0,0,12,1,4,0 (0%),4,0%,"2,011",468
curaçao,16,0,1,0,14,0,1,0 (0%),1,6%,389,0
burundi,15,0,1,0,7,0,7,0 (0%),7,7%,284,0
saint-kitts-and-nevis,15,0,0,0,14,0,1,0 (0%),1,0%,327,0
falkland-islands,13,0,0,0,13,0,0,0 (nan%),0,0%,402,0
turks-and-caicos,12,0,1,0,10,0,1,0 (0%),1,8%,109,0
vatican-city,12,0,0,0,2,0,10,0 (0%),10,0%,0,0
comoros,11,0,1,0,3,3,7,0 (0%),7,9%,0,0
seychelles,11,0,0,0,10,0,1,0 (0%),1,0%,0,0
montserrat,11,0,1,0,8,0,2,1 (50%),2,9%,36,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,"1,579",74
suriname,10,0,1,0,9,0,0,0 (nan%),0,10%,404,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
papua-new-guinea,8,0,0,0,8,0,0,0 (nan%),0,0%,"2,402",0
british-virgin-islands,8,1,1,0,6,2,1,0 (0%),1,13%,167,0
st-barth,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
western-sahara,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
caribbean-netherlands,6,0,0,0,6,0,0,0 (nan%),0,0%,357,0
anguilla,3,0,0,0,3,0,0,0 (nan%),0,0%,0,0
saint-pierre-miquelon,1,0,0,0,1,0,0,0 (nan%),0,0%,0,0
lesotho,1,0,0,0,0,0,1,0 (0%),1,0%,0,0
