Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
mauritius,324,5,9,0,42,14,273,3 (1%),273,3%,"7,077",347
nigeria,323,5,10,0,85,15,228,2 (1%),228,3%,"5,000",0
west-bank-and-gaza,290,22,2,0,58,1,230,0 (0%),230,1%,0,0
palestine,290,22,2,0,58,1,230,0 (0%),230,1%,"17,329",337
kosovo,283,0,7,0,58,0,218,0 (0%),218,2%,0,0
senegal,280,2,2,0,171,19,107,1 (1%),107,1%,0,0
montenegro,273,1,3,0,5,0,265,7 (3%),265,1%,"2,869",0
georgia,266,9,3,0,67,0,196,6 (3%),196,1%,"3,271",0
vietnam,262,4,0,0,144,0,118,8 (7%),118,0%,"121,821","3,014"
guinea,250,0,0,0,17,0,233,0 (0%),233,0%,0,0
congo-kinshasa,235,1,20,0,17,1,198,0 (0%),198,9%,0,0
isle-of-man,228,2,2,0,112,0,114,11 (10%),114,1%,"1,934",0
djibouti,214,27,2,0,36,0,176,0 (0%),176,1%,"4,451",434
sri-lanka,210,12,7,0,56,2,147,1 (1%),147,3%,"4,525",0
kenya,197,6,8,1,25,1,164,2 (1%),164,4%,"7,449","1,257"
mayotte,196,0,3,0,59,0,134,3 (2%),134,2%,"1,350",0
faroe-islands,184,0,0,0,157,12,27,0 (0%),27,0%,"5,509",101
venezuela,181,6,9,0,93,0,79,6 (8%),79,5%,"181,335",0
martinique,157,2,6,0,50,0,101,19 (19%),101,4%,0,0
guatemala,155,18,5,2,19,0,131,3 (2%),131,3%,"1,134",0
paraguay,147,13,6,0,22,0,119,1 (1%),119,4%,"2,262",0
guadeloupe,143,0,8,0,67,0,68,13 (19%),68,6%,0,0
el-salvador,137,12,6,0,22,1,109,2 (2%),109,4%,"6,729","6,729"
brunei,136,0,1,0,106,2,29,2 (7%),29,1%,"9,884",247
gibraltar,129,0,0,0,84,0,45,1 (2%),45,0%,"1,558",0
rwanda,126,6,0,0,25,7,101,0 (0%),101,0%,"1,966","1,160"
cambodia,122,2,0,0,77,2,45,1 (2%),45,0%,"5,768",0
trinidad-and-tobago,113,1,8,0,16,4,89,0 (0%),89,7%,"1,126",24
madagascar,106,4,0,0,20,9,86,1 (1%),86,0%,0,0
mali,105,18,9,2,22,0,74,0 (0%),74,9%,0,0
monaco,93,1,1,0,6,1,86,5 (6%),86,1%,0,0
aruba,92,0,0,0,32,3,60,1 (2%),60,0%,"1,145",27
french-guiana,86,3,0,0,51,8,35,1 (3%),35,0%,0,0
liechtenstein,79,0,1,0,55,0,23,0 (0%),23,1%,900,0
togo,76,0,3,0,29,4,44,0 (0%),44,4%,"2,532",463
ethiopia,74,3,3,0,14,4,57,0 (0%),57,4%,"4,110",247
jamaica,72,3,4,0,16,3,52,0 (0%),52,6%,907,0
barbados,71,3,4,0,11,0,56,4 (7%),56,6%,805,58
congo-brazzaville,60,0,5,0,5,0,50,0 (0%),50,8%,0,0
bermuda,57,9,4,0,29,4,24,2 (8%),24,7%,416,62
gabon,57,8,1,0,1,0,55,0 (0%),55,2%,0,0
uganda,54,1,0,0,4,0,50,0 (0%),50,0%,"5,025",169
cayman-islands,53,0,1,0,6,0,46,3 (7%),46,2%,536,0
liberia,50,2,5,0,3,0,42,0 (0%),42,10%,0,0
sint-maarten,50,0,9,0,5,0,36,2 (6%),36,18%,134,0
bahamas,47,1,8,0,6,1,33,1 (3%),33,17%,0,0
tanzania,46,14,3,0,7,2,36,0 (0%),36,7%,0,0
guyana,45,0,6,0,8,0,31,3 (10%),31,13%,193,0
macau,45,0,0,0,10,0,35,1 (3%),35,0%,0,0
zambia,43,3,2,0,30,2,11,1 (9%),11,5%,"1,239",0
myanmar,41,3,4,1,2,0,35,0 (0%),35,10%,"1,406",0
burma,41,3,4,1,2,0,35,0 (0%),35,10%,0,0
benin,35,0,1,0,5,0,29,0 (0%),29,3%,0,0
haiti,33,0,3,1,0,0,30,0 (0%),30,9%,365,0
saint-martin,32,0,2,0,11,0,19,5 (26%),19,6%,0,0
libya,25,0,1,0,9,1,15,0 (0%),15,4%,535,28
somalia,25,4,1,0,2,1,22,2 (9%),22,4%,0,0
syria,25,0,2,0,5,0,18,0 (0%),18,8%,0,0
antigua-and-barbuda,23,2,2,0,0,0,21,1 (5%),21,9%,40,0
equatorial-guinea,21,3,0,0,3,0,18,0 (0%),18,0%,854,0
mozambique,21,1,0,0,2,0,19,0 (0%),19,0%,679,128
maldives,20,1,0,0,14,1,6,0 (0%),6,0%,0,0
sudan,19,0,2,0,2,0,15,0 (0%),15,11%,0,0
angola,19,0,2,0,4,0,13,0 (0%),13,11%,0,0
new-caledonia,18,0,0,0,1,0,17,0 (0%),17,0%,"2,608",0
chad,18,7,0,0,2,0,16,0 (0%),16,0%,0,0
mongolia,17,1,0,0,4,0,13,0 (0%),13,0%,0,0
namibia,16,0,0,0,3,0,13,0 (0%),13,0%,362,0
dominica,16,0,0,0,8,3,8,0 (0%),8,0%,345,36
saint-lucia,15,0,0,0,4,3,11,0 (0%),11,0%,0,0
belize,14,1,2,0,0,0,12,1 (8%),12,14%,364,0
eswatini,14,2,0,0,7,0,7,0 (0%),7,0%,0,0
curaçao,14,0,1,0,8,1,5,0 (0%),5,7%,0,0
zimbabwe,14,0,3,0,0,0,11,0 (0%),11,21%,563,16
botswana,13,0,1,0,0,0,12,0 (0%),12,8%,"3,115",588
nepal,13,1,0,0,1,0,12,0 (0%),12,0%,"5,184",758
malawi,13,1,2,0,0,0,11,1 (9%),11,15%,287,56
st-vincent-grenadines,12,0,0,0,1,0,11,0 (0%),11,0%,56,0
montserrat,11,2,0,0,1,1,10,1 (10%),10,0%,36,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,912,142
car,11,3,0,0,3,3,8,0 (0%),8,0%,0,0
cabo-verde,10,2,1,0,1,0,8,0 (0%),8,10%,0,0
suriname,10,0,1,0,4,0,5,0 (0%),5,10%,0,0
nicaragua,9,0,1,0,4,4,4,0 (0%),4,11%,0,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
turks-and-caicos,9,0,1,0,0,0,8,0 (0%),8,11%,62,0
gambia,9,0,1,0,2,0,6,0 (0%),6,11%,281,0
vatican-city,8,0,0,0,2,0,6,0 (0%),6,0%,0,0
mauritania,7,0,1,0,2,0,4,0 (0%),4,14%,496,116
st-barth,6,0,0,0,4,3,2,0 (0%),2,0%,0,0
falkland-islands,5,0,0,0,1,0,4,0 (0%),4,0%,137,0
bhutan,5,0,0,0,2,0,3,0 (0%),3,0%,"1,166",0
timor-leste,4,2,0,0,1,0,3,0 (0%),3,0%,0,0
british-virgin-islands,3,0,0,0,2,0,1,0 (0%),1,0%,0,0
