Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
cuba,"1,810",6,79,1,"1,326",49,405,7 (2%),405,4%,"73,129","1,972"
iceland,"1,802",1,10,0,"1,780",4,12,0 (0%),12,1%,"55,075",284
estonia,"1,751",5,61,0,777,0,913,5 (1%),913,3%,"66,102","1,127"
north-macedonia,"1,694",20,95,3,"1,229",24,370,21 (6%),370,6%,"19,739",309
lithuania,"1,505",14,54,4,908,58,543,17 (3%),543,4%,"200,264","7,878"
new-zealand,"1,497",0,21,0,"1,398",12,78,2 (3%),78,1%,"197,084","2,893"
slovakia,"1,469",4,27,0,"1,060",77,382,6 (2%),382,2%,"127,034","4,326"
slovenia,"1,463",2,103,1,260,1,"1,100",9 (1%),"1,100",7%,"65,694","1,147"
djibouti,"1,268",12,3,0,900,14,365,0 (0%),365,0%,"16,424",331
somalia,"1,219",49,52,0,130,4,"1,037",2 (0%),"1,037",4%,0,0
guatemala,"1,199",85,27,1,120,9,"1,052",5 (0%),"1,052",2%,"7,200",0
congo-kinshasa,"1,169",67,50,6,148,2,971,0 (0%),971,4%,0,0
mayotte,"1,143",48,14,2,627,135,502,6 (1%),502,1%,"4,800",800
hong-kong,"1,051",3,4,0,"1,008",17,39,1 (3%),39,0%,"168,291",0
kyrgyzstan,"1,044",7,12,0,726,17,306,13 (4%),306,1%,"59,490",0
el-salvador,"1,037",39,20,0,374,25,643,15 (2%),643,2%,"46,831","1,905"
tunisia,"1,032",0,45,0,727,27,260,7 (3%),260,4%,"33,266",448
maldives,955,51,4,1,40,11,911,2 (0%),911,0%,"11,775",0
latvia,951,1,19,1,627,0,305,2 (1%),305,2%,"81,246","2,199"
kosovo,919,35,29,1,671,16,219,0 (0%),219,3%,0,0
cyprus,905,2,17,1,449,0,439,10 (2%),439,2%,"80,284","1,946"
sri-lanka,893,4,9,0,382,16,502,1 (0%),502,1%,"38,740","1,078"
albania,880,4,31,0,688,6,161,1 (1%),161,4%,"11,048",246
lebanon,878,8,26,0,236,2,616,4 (1%),616,3%,"54,694","1,425"
gabon,863,61,9,0,137,10,717,1 (0%),717,1%,"5,530","4,806"
niger,860,6,49,2,658,10,153,0 (0%),153,6%,"5,691",49
guinea-bissau,836,16,3,0,26,0,807,0 (0%),807,0%,"1,500",0
costa-rica,815,11,7,0,527,7,281,6 (2%),281,1%,"18,040",570
tajikistan,801,72,23,2,0,0,778,0 (0%),778,3%,0,0
burkina-faso,773,13,51,1,592,8,130,0 (0%),130,7%,0,0
andorra,760,2,49,1,576,8,135,3 (2%),135,6%,"1,673",0
mali,758,28,44,4,412,14,302,0 (0%),302,6%,"2,498",0
paraguay,740,3,11,1,182,9,547,0 (0%),547,1%,"17,589",672
kenya,737,22,40,4,281,22,416,1 (0%),416,5%,"35,432","2,494"
uruguay,719,2,19,0,545,13,155,8 (5%),155,3%,"30,209",709
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
georgia,647,5,11,0,372,23,264,6 (2%),264,2%,"33,505","1,553"
san-marino,643,5,41,0,161,0,441,2 (0%),441,6%,"3,201",80
jordan,582,6,9,0,392,2,181,5 (3%),181,2%,"127,307","3,707"
channel-islands,547,1,42,1,455,3,50,0 (0%),50,8%,"5,342",0
equatorial-guinea,522,83,6,2,13,0,503,0 (0%),503,1%,854,0
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
malta,508,2,6,1,436,2,66,1 (2%),66,1%,"45,799","1,143"
jamaica,507,2,9,0,100,10,398,0 (0%),398,2%,"7,465",194
zambia,446,5,7,0,124,7,315,1 (0%),315,2%,"13,872","3,602"
taiwan,440,0,7,0,372,4,61,0 (0%),61,2%,"68,107",707
réunion,439,3,0,0,354,0,85,4 (5%),85,0%,"17,200",0
venezuela,423,9,10,0,220,27,193,2 (1%),193,2%,"525,902","13,721"
sierra-leone,387,49,26,7,97,25,264,0 (0%),264,7%,0,0
palestine,375,0,2,0,308,7,65,0 (0%),65,1%,"43,566","9,055"
west-bank-and-gaza,375,0,2,0,308,7,65,0 (0%),65,1%,0,0
chad,372,15,42,2,78,2,252,0 (0%),252,11%,0,0
congo-brazzaville,333,0,11,0,53,0,269,0 (0%),269,3%,0,0
mauritius,332,0,10,0,322,0,0,0 (nan%),0,3%,"69,773",0
isle-of-man,332,1,23,0,272,0,37,20 (54%),37,7%,"3,912",59
benin,327,8,2,0,76,14,249,0 (0%),249,1%,"25,015","2,207"
montenegro,324,0,9,0,298,4,17,2 (12%),17,3%,"10,167","2,351"
cabo-verde,289,22,2,0,61,3,226,0 (0%),226,1%,791,0
vietnam,288,0,0,0,252,3,36,2 (6%),36,0%,"261,004",0
rwanda,287,1,0,0,164,11,123,0 (0%),123,0%,"44,245",866
ethiopia,263,2,5,0,108,2,150,0 (0%),150,2%,"41,689","2,641"
nepal,243,26,0,0,35,2,208,0 (0%),208,0%,"81,659","5,235"
sao-tome-and-principe,220,12,6,1,4,0,210,0 (0%),210,3%,175,0
haiti,219,10,18,2,17,0,184,0 (0%),184,8%,"1,296",0
togo,219,20,11,0,96,4,112,0 (0%),112,5%,"11,374",333
liberia,213,2,20,0,101,16,92,0 (0%),92,9%,0,0
madagascar,212,26,0,0,107,6,105,1 (1%),105,0%,"5,670","1,702"
south-sudan,203,47,0,0,2,0,201,0 (0%),201,0%,"1,247",0
faroe-islands,187,0,0,0,187,0,0,0 (nan%),0,0%,"8,554",104
eswatini,187,3,2,0,48,20,137,0 (0%),137,1%,"2,262",0
martinique,187,0,14,0,91,8,82,4 (5%),82,7%,0,0
burma,181,1,6,0,79,3,96,0 (0%),96,3%,0,0
myanmar,181,1,6,0,79,3,96,0 (0%),96,3%,"12,061",239
guadeloupe,155,1,13,0,109,5,33,4 (12%),33,8%,0,0
french-guiana,153,9,1,0,124,2,28,0 (0%),28,1%,0,0
gibraltar,148,1,0,0,144,1,4,0 (0%),4,0%,"4,352",197
car,143,0,0,0,10,0,133,0 (0%),133,0%,"3,498",0
central-african-republic,143,0,0,0,10,0,133,0 (0%),133,0%,0,0
brunei,141,0,1,0,134,0,6,2 (33%),6,1%,"16,037",0
uganda,139,10,0,0,55,0,84,0 (0%),84,0%,"63,171","1,711"
cambodia,122,0,0,0,121,1,1,1 (100%),1,0%,"14,156",62
bermuda,121,2,8,0,66,0,47,2 (4%),47,7%,"4,642",153
trinidad-and-tobago,116,0,8,0,107,0,1,0 (0%),1,7%,"2,358",38
guyana,113,4,10,0,36,0,67,6 (9%),67,9%,986,56
mozambique,104,1,0,0,34,0,70,0 (0%),70,0%,"4,365",192
aruba,101,0,3,0,89,0,9,4 (44%),9,3%,"1,874",0
monaco,96,0,4,0,85,0,7,1 (14%),7,4%,0,0
bahamas,93,1,11,0,39,2,43,1 (2%),43,12%,"1,634",134
cayman-islands,86,1,1,0,54,4,31,3 (10%),31,1%,"4,893",329
barbados,85,1,7,0,57,0,21,4 (19%),21,8%,"3,185",195
liechtenstein,82,0,1,0,55,0,26,0 (0%),26,1%,900,0
sint-maarten,76,0,15,0,46,0,15,7 (47%),15,20%,329,0
yemen,70,5,12,2,1,0,57,0 (0%),57,17%,120,0
libya,64,0,3,0,28,0,33,0 (0%),33,5%,"3,253",0
malawi,63,6,3,0,24,0,36,1 (3%),36,5%,"1,363",26
syria,48,1,3,0,29,0,16,0 (0%),16,6%,0,0
macau,45,0,0,0,42,2,3,1 (33%),3,0%,0,0
angola,45,0,2,0,13,0,30,0 (0%),30,4%,"3,000",0
mongolia,42,0,0,0,15,1,27,2 (7%),27,0%,"9,787",80
saint-martin,39,0,3,0,30,0,6,1 (17%),6,8%,0,0
eritrea,39,0,0,0,38,0,1,0 (0%),1,0%,0,0
zimbabwe,37,1,4,0,12,3,21,0 (0%),21,11%,"20,537",0
nicaragua,25,9,8,3,7,0,10,0 (0%),10,32%,0,0
antigua-and-barbuda,25,0,3,0,19,0,3,1 (33%),3,12%,183,0
botswana,24,0,1,0,17,5,6,0 (0%),6,4%,"11,495","1,955"
timor-leste,24,0,0,0,21,0,3,0 (0%),3,0%,738,0
gambia,23,1,1,0,10,0,12,0 (0%),12,4%,"1,317",79
grenada,21,0,0,0,13,0,8,4 (50%),8,0%,"1,406",0
laos,19,0,0,0,13,0,6,0 (0%),6,0%,"3,874",327
new-caledonia,18,0,0,0,18,0,0,0 (nan%),0,0%,"5,454",241
belize,18,0,2,0,16,0,0,0 (nan%),0,11%,"1,043",0
saint-lucia,18,0,0,0,17,0,1,0 (0%),1,0%,620,0
fiji,18,0,0,0,14,0,4,0 (0%),4,0%,"1,300",0
st-vincent-grenadines,17,0,0,0,12,3,5,0 (0%),5,0%,155,18
namibia,16,0,0,0,11,0,5,0 (0%),5,0%,"1,543",0
curaçao,16,0,1,0,14,0,1,0 (0%),1,6%,389,0
dominica,16,0,0,0,15,0,1,0 (0%),1,0%,420,0
burundi,15,0,1,0,7,0,7,0 (0%),7,7%,284,0
saint-kitts-and-nevis,15,0,0,0,14,0,1,0 (0%),1,0%,327,0
mauritania,15,6,2,1,6,0,7,0 (0%),7,13%,"2,015",0
falkland-islands,13,0,0,0,13,0,0,0 (nan%),0,0%,402,0
vatican-city,12,0,0,0,2,0,10,0 (0%),10,0%,0,0
turks-and-caicos,12,0,1,0,8,0,3,0 (0%),3,8%,109,0
seychelles,11,0,0,0,10,0,1,0 (0%),1,0%,0,0
bhutan,11,2,0,0,5,0,6,0 (0%),6,0%,"12,163",490
comoros,11,0,1,0,0,0,10,0 (0%),10,9%,0,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,"1,505",44
montserrat,11,0,1,0,8,0,2,1 (50%),2,9%,36,0
suriname,10,0,1,0,9,0,0,0 (nan%),0,10%,404,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
papua-new-guinea,8,0,0,0,8,0,0,0 (nan%),0,0%,"2,402",0
british-virgin-islands,7,0,1,0,4,0,2,0 (0%),2,14%,167,0
western-sahara,6,0,0,0,6,1,0,0 (nan%),0,0%,0,0
caribbean-netherlands,6,0,0,0,0,0,6,0 (0%),6,0%,110,0
st-barth,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
anguilla,3,0,0,0,3,0,0,0 (nan%),0,0%,0,0
lesotho,1,1,0,0,0,0,1,0 (0%),1,0%,0,0
saint-pierre-miquelon,1,0,0,0,1,0,0,0 (nan%),0,0%,0,0
