Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
zambia,772,11,7,0,192,0,573,1 (0%),573,1%,"18,519",644
andorra,761,0,51,0,628,4,82,3 (4%),82,7%,"3,750",0
venezuela,749,131,10,0,253,0,486,1 (0%),486,1%,"616,562","35,480"
uruguay,738,1,20,0,579,10,139,4 (3%),139,3%,"34,794",410
georgia,713,6,12,0,475,19,226,6 (3%),226,2%,"40,711",0
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
san-marino,655,1,41,0,211,8,403,1 (0%),403,6%,"3,610",111
jordan,649,20,9,0,417,4,223,5 (2%),223,1%,"144,356",0
haiti,596,63,22,1,21,0,553,0 (0%),553,4%,"2,270",150
malta,569,11,6,0,460,4,103,1 (1%),103,1%,"53,196","1,519"
channel-islands,555,0,44,1,479,4,32,0 (0%),32,8%,"5,342",0
chad,545,26,56,3,139,22,350,0 (0%),350,10%,0,0
sierra-leone,534,15,33,0,167,19,334,0 (0%),334,6%,0,0
jamaica,520,0,9,0,145,18,366,0 (0%),366,2%,"8,828",313
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
réunion,446,0,0,0,354,0,92,4 (4%),92,0%,"17,200",0
taiwan,440,0,7,0,401,3,32,0 (0%),32,2%,"69,395",0
congo-brazzaville,420,8,15,0,132,22,273,0 (0%),273,4%,0,0
nepal,402,27,2,0,37,1,363,1 (0%),363,1%,"107,253","6,970"
palestine,391,3,2,0,346,9,43,0 (0%),43,1%,"44,876",0
ethiopia,389,24,5,0,122,2,262,0 (0%),262,1%,"65,760","3,460"
car,366,39,0,0,18,5,348,0 (0%),348,0%,"3,498",0
togo,338,8,12,0,107,1,219,0 (0%),219,4%,"13,825",373
cabo-verde,335,7,3,0,85,0,247,0 (0%),247,1%,892,0
isle-of-man,335,0,24,0,300,4,11,9 (82%),11,7%,"4,234",67
mauritius,332,0,10,0,322,0,0,0 (nan%),0,3%,"92,764","2,950"
madagascar,326,4,2,1,119,0,205,0 (0%),205,1%,"5,670",0
montenegro,324,0,9,0,312,1,3,2 (67%),3,3%,"10,167",0
vietnam,324,0,0,0,263,0,61,2 (3%),61,0%,"275,000",0
rwanda,308,11,0,0,209,6,99,0 (0%),99,0%,"52,335","1,217"
south-sudan,290,0,4,0,4,0,282,0 (0%),282,1%,"3,356",0
uganda,264,4,0,0,65,2,199,0 (0%),199,0%,"75,228",0
nicaragua,254,229,17,9,199,192,38,0 (0%),38,7%,0,0
sao-tome-and-principe,251,5,8,1,4,0,239,0 (0%),239,3%,175,0
liberia,233,4,23,1,125,2,85,0 (0%),85,10%,0,0
french-guiana,218,8,1,0,136,5,81,0 (0%),81,0%,0,0
eswatini,208,3,2,0,87,9,119,0 (0%),119,1%,"4,160",0
myanmar,193,5,6,0,104,3,83,0 (0%),83,3%,"15,137",576
martinique,192,0,14,0,91,0,87,0 (0%),87,7%,0,0
faroe-islands,187,0,0,0,187,0,0,0 (nan%),0,0%,"8,931",68
yemen,167,37,28,8,5,4,134,0 (0%),134,17%,120,0
guadeloupe,155,0,13,0,109,0,33,3 (9%),33,8%,"2,866",0
gibraltar,147,0,0,0,145,0,2,0 (0%),2,0%,"5,187",0
mozambique,146,1,0,0,44,0,102,0 (0%),102,0%,"6,537",265
brunei,141,0,1,0,136,0,4,2 (50%),4,1%,"17,636",222
mongolia,140,0,0,0,26,2,114,2 (2%),114,0%,"11,367",367
mauritania,131,50,4,0,7,0,120,0 (0%),120,3%,"2,583",0
benin,130,0,2,0,83,0,45,0 (0%),45,2%,"25,471",0
guyana,125,1,10,0,46,2,69,3 (4%),69,8%,"1,269",105
bermuda,125,0,9,0,78,1,38,2 (5%),38,7%,"5,705",156
cambodia,122,0,0,0,122,0,0,0 (nan%),0,0%,"15,447",205
trinidad-and-tobago,116,0,8,0,107,0,1,0 (0%),1,7%,"2,727",45
cayman-islands,111,17,1,0,55,0,55,0 (0%),55,1%,"7,082","1,182"
aruba,101,0,3,0,93,0,5,4 (80%),5,3%,"2,021",36
monaco,97,0,4,0,87,0,6,1 (17%),6,4%,0,0
bahamas,96,0,11,0,43,1,42,1 (2%),42,11%,"1,826",12
barbados,90,2,7,0,68,0,15,4 (27%),15,8%,"4,167",163
liechtenstein,82,0,1,0,55,0,26,0 (0%),26,1%,900,0
sint-maarten,77,0,15,0,54,0,8,7 (88%),8,19%,414,0
malawi,70,0,3,0,27,0,40,1 (3%),40,4%,"1,803",0
libya,68,3,3,0,35,0,30,0 (0%),30,4%,"3,633",0
syria,58,0,3,0,36,0,19,0 (0%),19,5%,0,0
angola,52,2,3,0,17,0,32,0 (0%),32,6%,"6,136",0
zimbabwe,46,0,4,0,18,0,24,0 (0%),24,9%,"28,019",0
macau,45,0,0,0,45,1,0,0 (nan%),0,0%,0,0
burundi,42,0,1,0,20,0,21,0 (0%),21,2%,284,0
saint-martin,39,0,3,0,30,0,6,1 (17%),6,8%,0,0
eritrea,39,0,0,0,39,0,0,0 (nan%),0,0%,0,0
antigua-and-barbuda,25,0,3,0,19,0,3,1 (33%),3,12%,183,0
botswana,25,0,1,0,17,0,7,0 (0%),7,4%,"13,294",0
timor-leste,24,0,0,0,24,0,0,0 (nan%),0,0%,738,0
gambia,24,0,1,0,13,0,10,0 (0%),10,4%,"1,476",0
grenada,22,0,0,0,14,0,8,4 (50%),8,0%,"2,419",0
bhutan,21,0,0,0,5,0,16,0 (0%),16,0%,"14,223",261
laos,19,0,0,0,14,0,5,0 (0%),5,0%,"4,653",88
belize,18,0,2,0,16,0,0,0 (nan%),0,11%,"1,043",0
saint-lucia,18,0,0,0,18,0,0,0 (nan%),0,0%,786,0
fiji,18,0,0,0,15,0,3,0 (0%),3,0%,"1,300",0
new-caledonia,18,0,0,0,18,0,0,0 (nan%),0,0%,"5,454",0
st-vincent-grenadines,17,0,0,0,14,0,3,0 (0%),3,0%,155,0
curaçao,16,0,1,0,14,0,1,0 (0%),1,6%,485,96
dominica,16,0,0,0,16,0,0,0 (nan%),0,0%,433,0
namibia,16,0,0,0,13,0,3,0 (0%),3,0%,"2,074",0
saint-kitts-and-nevis,15,0,0,0,15,1,0,0 (nan%),0,0%,391,64
falkland-islands,13,0,0,0,13,0,0,0 (nan%),0,0%,426,24
turks-and-caicos,12,0,1,0,10,0,1,0 (0%),1,8%,109,0
vatican-city,12,0,0,0,2,0,10,0 (0%),10,0%,0,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,"1,767",46
montserrat,11,0,1,0,10,0,0,0 (nan%),0,9%,36,0
seychelles,11,0,0,0,11,0,0,0 (nan%),0,0%,0,0
suriname,11,0,1,0,9,0,1,0 (0%),1,9%,404,0
comoros,11,0,1,0,3,0,7,0 (0%),7,9%,0,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
british-virgin-islands,8,0,1,0,6,0,1,0 (0%),1,13%,167,0
papua-new-guinea,8,0,0,0,8,0,0,0 (nan%),0,0%,"2,402",0
caribbean-netherlands,6,0,0,0,6,0,0,0 (nan%),0,0%,357,0
st-barth,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
western-sahara,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
anguilla,3,0,0,0,3,0,0,0 (nan%),0,0%,0,0
saint-pierre-miquelon,1,0,0,0,1,0,0,0 (nan%),0,0%,0,0
lesotho,1,0,0,0,0,0,1,0 (0%),1,0%,0,0
