Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
dominican-republic,"4,126",371,200,4,268,53,"3,658",146 (4%),"3,658",5%,"13,282","1,053"
panama,"4,016",265,109,6,98,23,"3,809",99 (3%),"3,809",3%,"17,850",996
finland,"3,489",120,82,7,"1,700",0,"1,707",73 (4%),"1,707",2%,"52,500","2,800"
luxembourg,"3,480",36,72,3,579,27,"2,829",29 (1%),"2,829",2%,"32,394",734
colombia,"3,439",206,153,9,634,84,"2,652",98 (4%),"2,652",4%,"52,085",0
egypt,"2,844",171,205,9,646,50,"1,993",0 (0%),"1,993",7%,"25,000",0
south-africa,"2,783",178,50,2,903,0,"1,830",7 (0%),"1,830",2%,"100,827","5,767"
thailand,"2,700",28,47,1,"1,689",96,964,61 (6%),964,2%,"100,498",0
argentina,"2,669",98,123,8,666,35,"1,880",126 (7%),"1,880",5%,"28,650","2,193"
morocco,"2,564",281,135,5,281,32,"2,148",1 (0%),"2,148",5%,"12,952",956
algeria,"2,418",150,364,16,846,63,"1,208",60 (5%),"1,208",15%,"3,359",0
moldova,"2,264",110,56,2,276,41,"1,932",80 (4%),"1,932",2%,"9,848",640
greece,"2,224",17,108,3,269,0,"1,847",71 (4%),"1,847",5%,"50,771",0
bangladesh,"1,838",266,75,15,58,9,"1,705",1 (0%),"1,705",4%,"19,193","2,190"
croatia,"1,814",23,36,1,600,71,"1,178",30 (3%),"1,178",2%,"20,953",795
hungary,"1,763",111,156,14,207,8,"1,400",63 (5%),"1,400",9%,"41,590","3,101"
iceland,"1,754",15,9,1,"1,224",80,521,6 (1%),521,1%,"39,536","1,332"
bahrain,"1,740",40,7,0,725,22,"1,008",3 (0%),"1,008",0%,"79,564","2,934"
kuwait,"1,658",134,5,2,258,33,"1,395",32 (2%),"1,395",0%,0,0
kazakhstan,"1,546",144,17,0,347,70,"1,182",22 (2%),"1,182",1%,"85,735",0
iraq,"1,482",48,81,1,906,50,495,0 (0%),495,5%,"51,737","2,477"
estonia,"1,459",25,38,2,145,12,"1,276",11 (1%),"1,276",3%,"37,594","1,570"
new-zealand,"1,409",8,11,2,816,46,582,2 (0%),582,1%,"74,401","4,241"
uzbekistan,"1,405",56,4,0,156,27,"1,245",8 (1%),"1,245",0%,"136,000","36,000"
azerbaijan,"1,340",57,15,0,528,68,797,26 (3%),797,1%,"86,607","11,210"
slovenia,"1,304",36,66,5,174,0,"1,064",28 (3%),"1,064",5%,"39,330","1,193"
bosnia-and-herzegovina,"1,214",47,46,3,320,43,848,4 (0%),848,4%,"15,751","1,008"
armenia,"1,201",42,19,1,402,44,780,30 (4%),780,2%,"10,793","1,161"
lithuania,"1,149",21,33,1,210,32,906,14 (2%),906,3%,"53,101","4,564"
north-macedonia,"1,117",36,49,3,139,18,929,15 (2%),929,4%,"10,859",437
oman,"1,069",50,6,2,176,0,887,3 (0%),887,1%,0,0
slovakia,"1,049",72,9,1,175,8,865,5 (1%),865,1%,"37,732","3,274"
hong-kong,"1,022",4,4,0,533,48,485,9 (2%),485,0%,"131,786","15,513"
cameroon,996,148,22,5,164,0,810,0 (0%),810,2%,0,0
cuba,923,61,31,4,192,21,700,17 (2%),700,3%,"23,317","1,480"
afghanistan,906,66,30,0,99,45,777,0 (0%),777,3%,0,0
tunisia,864,42,37,0,43,0,784,89 (11%),784,4%,"14,640",710
bulgaria,846,46,41,3,141,19,664,37 (6%),664,5%,"18,502",0
cyprus,750,15,12,0,77,0,661,8 (1%),661,2%,"29,075","11,152"
djibouti,732,141,2,0,76,3,654,0 (0%),654,0%,"7,486","1,056"
cruise-ship,712,0,12,0,644,5,56,7 (13%),56,2%,0,0
andorra,696,23,35,2,191,22,470,17 (4%),470,5%,"1,673",0
ivory-coast,688,34,6,0,193,47,489,0 (0%),489,1%,0,0
latvia,682,7,5,0,88,31,589,5 (1%),589,1%,"32,837","1,535"
lebanon,668,5,21,0,86,0,561,30 (5%),561,3%,"19,185","1,070"
costa-rica,649,7,4,0,88,14,557,10 (2%),557,1%,"9,752",356
ghana,641,0,8,0,83,0,550,2 (0%),550,1%,"50,719",0
niger,627,43,18,4,110,20,499,0 (0%),499,3%,"4,688",261
burkina-faso,557,11,35,3,294,37,228,0 (0%),228,6%,0,0
albania,539,21,26,0,283,6,230,5 (2%),230,5%,"5,080",253
uruguay,502,9,9,0,286,14,207,13 (6%),207,2%,"11,239",791
nigeria,493,51,17,4,159,7,317,2 (1%),317,3%,"7,153","2,153"
kyrgyzstan,489,23,5,0,114,23,370,5 (1%),370,1%,"26,147",0
kosovo,480,31,12,1,84,5,384,0 (0%),384,3%,0,0
guinea,477,39,3,2,59,10,415,0 (0%),415,1%,0,0
channel-islands,470,13,20,1,73,0,377,0 (0%),377,4%,"3,320",0
bolivia,465,24,31,2,26,12,408,3 (1%),408,7%,"2,185",0
honduras,442,16,41,6,10,1,391,10 (3%),391,9%,"2,012",0
san-marino,435,9,39,1,57,2,339,15 (4%),339,9%,846,0
malta,422,10,3,0,91,9,328,4 (1%),328,1%,"21,164",0
jordan,407,5,7,0,265,6,135,5 (4%),135,2%,"20,500",0
réunion,402,8,0,0,237,0,165,4 (2%),165,0%,0,0
palestine,402,28,2,0,69,6,331,0 (0%),331,1%,"17,329",0
west-bank-and-gaza,402,28,2,0,69,6,331,0 (0%),331,1%,0,0
taiwan,395,0,6,0,155,18,234,0 (0%),234,2%,"50,703",955
georgia,370,22,3,0,79,3,288,6 (2%),288,1%,"5,027",0
senegal,342,7,2,0,198,4,142,1 (1%),142,1%,0,0
mauritius,324,0,9,0,81,16,234,3 (1%),234,3%,"8,279",0
montenegro,303,15,4,0,55,0,244,7 (3%),244,1%,"3,874",0
isle-of-man,291,7,4,0,169,15,118,11 (9%),118,1%,"2,375",114
congo-kinshasa,287,20,23,1,25,2,239,0 (0%),239,8%,0,0
vietnam,268,1,0,0,177,6,91,8 (9%),91,0%,"206,253","70,315"
kenya,246,12,11,0,53,0,182,2 (1%),182,4%,"10,784","1,154"
mayotte,245,12,4,1,117,48,124,6 (5%),124,2%,"1,700",200
sri-lanka,244,6,7,0,77,9,160,1 (1%),160,3%,"4,768",0
guatemala,214,18,7,2,21,2,186,3 (2%),186,3%,"7,200",0
venezuela,204,7,9,0,111,0,84,4 (5%),84,4%,"268,503","43,494"
paraguay,199,25,8,0,30,0,161,1 (1%),161,4%,"4,612",345
faroe-islands,184,0,0,0,169,3,15,0 (0%),15,0%,"5,765",88
el-salvador,177,13,7,1,38,5,132,2 (2%),132,4%,"9,267",934
mali,171,23,13,0,34,0,124,0 (0%),124,8%,0,0
martinique,158,0,8,0,73,0,77,17 (22%),77,5%,0,0
tanzania,147,53,5,1,11,0,131,4 (3%),131,3%,0,0
guadeloupe,145,0,8,0,67,0,70,13 (19%),70,6%,0,0
congo-brazzaville,143,26,6,1,11,0,126,0 (0%),126,4%,0,0
jamaica,143,18,5,0,21,0,117,0 (0%),117,4%,"1,424",33
rwanda,143,5,0,0,65,5,78,0 (0%),78,0%,"6,237",0
brunei,136,0,1,0,108,0,27,2 (7%),27,1%,"10,826",247
gibraltar,132,1,0,0,105,1,27,1 (4%),27,0%,"1,760",111
cambodia,122,0,0,0,98,2,24,1 (4%),24,0%,"5,768",0
madagascar,117,6,0,0,33,0,84,1 (1%),84,0%,"2,357","2,357"
somalia,116,36,6,1,2,0,108,2 (2%),108,5%,0,0
trinidad-and-tobago,114,0,8,0,20,1,86,0 (0%),86,7%,"1,282",0
gabon,108,28,1,0,7,3,100,0 (0%),100,1%,572,572
ethiopia,96,4,3,0,15,0,78,1 (1%),78,3%,"6,231",842
aruba,96,1,2,0,43,4,51,1 (2%),51,2%,"1,298",61
french-guiana,96,10,0,0,61,10,35,2 (6%),35,0%,0,0
monaco,94,1,3,0,20,8,71,3 (4%),71,3%,0,0
myanmar,88,3,4,0,5,3,79,0 (0%),79,5%,"3,236",0
burma,88,3,4,0,5,3,79,0 (0%),79,5%,0,0
togo,83,2,5,0,48,3,30,0 (0%),30,6%,"3,926",308
bermuda,83,2,5,0,35,2,43,9 (21%),43,6%,552,25
equatorial-guinea,79,28,0,0,4,0,75,0 (0%),75,0%,854,0
liechtenstein,79,0,1,0,55,0,23,0 (0%),23,1%,900,0
liberia,76,17,7,1,7,3,62,0 (0%),62,9%,0,0
barbados,75,2,5,0,15,0,55,4 (7%),55,7%,900,36
guyana,63,8,6,0,9,1,48,4 (8%),48,10%,283,70
cayman-islands,61,1,1,0,7,1,53,3 (6%),53,2%,690,54
sint-maarten,57,4,9,0,12,7,36,6 (17%),36,16%,163,6
uganda,56,1,0,0,20,0,36,0 (0%),36,0%,"9,975","2,282"
cabo-verde,56,0,1,0,1,0,54,0 (0%),54,2%,0,0
bahamas,54,1,9,1,6,0,39,1 (3%),39,17%,0,0
zambia,52,4,2,0,30,0,20,1 (5%),20,4%,"2,191",495
libya,49,1,1,0,11,2,37,0 (0%),37,2%,699,114
macau,45,0,0,0,16,1,29,1 (3%),29,0%,0,0
haiti,43,2,3,0,0,0,40,0 (0%),40,7%,365,0
syria,38,5,2,0,5,0,31,0 (0%),31,5%,0,0
saint-martin,35,0,2,0,13,0,20,5 (25%),20,6%,0,0
benin,35,0,1,0,18,0,16,0 (0%),16,3%,0,0
mozambique,34,3,0,0,2,0,32,0 (0%),32,0%,898,43
sudan,33,1,6,1,4,0,23,0 (0%),23,18%,0,0
mongolia,31,1,0,0,5,0,26,0 (0%),26,0%,"1,077",77
nepal,30,14,0,0,2,0,28,0 (0%),28,0%,"15,800",0
maldives,28,3,0,0,16,0,12,0 (0%),12,0%,"3,497",65
chad,27,4,0,0,5,3,22,0 (0%),22,0%,0,0
zimbabwe,24,1,3,0,2,1,19,0 (0%),19,13%,"1,299",583
antigua-and-barbuda,23,0,3,1,3,0,17,1 (6%),17,13%,73,0
angola,19,0,2,0,5,0,12,0 (0%),12,11%,0,0
laos,19,0,0,0,2,1,17,0 (0%),17,0%,"1,288",53
timor-leste,18,10,0,0,1,0,17,0 (0%),17,0%,0,0
belize,18,0,2,0,0,0,16,1 (6%),16,11%,567,0
new-caledonia,18,0,0,0,1,0,17,1 (6%),17,0%,"3,002",0
malawi,17,1,2,0,3,3,12,1 (8%),12,12%,417,74
dominica,16,0,0,0,8,0,8,0 (0%),8,0%,345,0
eswatini,16,1,1,1,8,0,7,0 (0%),7,6%,714,0
namibia,16,0,0,0,4,1,12,0 (0%),12,0%,362,0
saint-lucia,15,0,0,0,11,0,4,0 (0%),4,0%,319,0
botswana,15,2,1,0,0,0,14,0 (0%),14,7%,"3,441",0
curaçao,14,0,1,0,10,0,3,0 (0%),3,7%,230,0
car,12,0,0,0,4,0,8,0 (0%),8,0%,0,0
st-vincent-grenadines,12,0,0,0,1,0,11,0 (0%),11,0%,87,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,912,0
turks-and-caicos,11,1,1,0,0,0,10,0 (0%),10,9%,71,0
montserrat,11,0,0,0,1,0,10,1 (10%),10,0%,36,0
falkland-islands,11,0,0,0,1,0,10,0 (0%),10,0%,137,0
suriname,10,0,1,0,6,0,3,0 (0%),3,10%,0,0
gambia,9,0,1,0,2,0,6,0 (0%),6,11%,281,0
nicaragua,9,0,1,0,4,0,4,0 (0%),4,11%,0,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
vatican-city,8,0,0,0,2,0,6,0 (0%),6,0%,0,0
mauritania,7,0,1,0,2,0,4,0 (0%),4,14%,713,120
st-barth,6,0,0,0,4,0,2,0 (0%),2,0%,0,0
bhutan,5,0,0,0,2,0,3,0 (0%),3,0%,"1,166",0
burundi,5,0,1,0,0,0,4,0 (0%),4,20%,0,0
british-virgin-islands,4,1,0,0,2,0,2,0 (0%),2,0%,0,0
anguilla,3,0,0,0,1,0,2,0 (0%),2,0%,0,0
