Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
saudi-arabia,"35,432","1,701",229,10,"9,120","1,322","26,083",141 (1%),"26,083",1%,"418,722","13,037"
ecuador,"30,298",0,"1,654",36,"3,433",0,"25,211",156 (1%),"25,211",5%,"83,218","1,826"
switzerland,"30,207",81,"1,823",13,"26,100",200,"2,284",101 (4%),"2,284",6%,"301,675","11,310"
mexico,"29,616","1,982","2,961",257,"17,781",0,"8,874",378 (4%),"8,874",10%,"110,916","5,252"
portugal,"27,268",553,"1,114",9,"2,422",164,"23,732",127 (1%),"23,732",4%,"501,718","15,793"
pakistan,"26,435","1,791",599,14,"7,530","1,066","18,306",111 (1%),"18,306",2%,"257,247","12,469"
chile,"25,972","1,391",294,9,"12,160",496,"13,518",508 (4%),"13,518",1%,"255,961","11,735"
sweden,"25,265",642,"3,175",135,"4,971",0,"17,119",425 (2%),"17,119",13%,"148,500",0
ireland,"22,541",156,"1,429",26,"17,110",0,"4,002",76 (2%),"4,002",6%,"214,761",0
singapore,"21,707",768,20,0,"2,040",328,"19,647",22 (0%),"19,647",0%,"175,604",0
belarus,"21,101",933,121,5,"5,484",417,"15,496",92 (1%),"15,496",1%,"240,146","10,680"
qatar,"20,201","1,311",12,0,"2,370",84,"17,819",72 (0%),"17,819",0%,"120,458","3,963"
united-arab-emirates,"16,793",553,174,9,"3,837",265,"12,782",1 (0%),"12,782",1%,"1,200,000",0
israel,"16,436",55,245,5,"11,229",356,"4,962",78 (2%),"4,962",1%,"442,925","10,472"
austria,"15,774",22,614,5,"13,836",138,"1,324",81 (6%),"1,324",4%,"304,069","11,815"
japan,"15,575",98,590,13,"5,146",228,"9,839",300 (3%),"9,839",4%,"202,013","11,983"
poland,"15,366",319,776,21,"5,184",322,"9,406",160 (2%),"9,406",5%,"443,506","17,512"
romania,"14,811",312,923,35,"6,423",279,"7,465",232 (3%),"7,465",6%,"237,280","10,667"
ukraine,"14,195",504,361,21,"2,706",310,"11,128",178 (2%),"11,128",3%,"159,155","7,586"
bangladesh,"13,134",709,206,7,"2,101",191,"10,827",1 (0%),"10,827",2%,"111,401","5,888"
indonesia,"13,112",336,943,13,"2,494",113,"9,675",0 (0%),"9,675",7%,"143,781","9,630"
south-korea,"10,822",12,256,0,"9,484",65,"1,082",55 (5%),"1,082",2%,"654,863","5,475"
philippines,"10,463",120,696,11,"1,734",116,"8,033",31 (0%),"8,033",7%,"151,080","6,497"
denmark,"10,405",135,522,8,"8,113",217,"1,770",43 (2%),"1,770",5%,"298,488","14,008"
colombia,"10,051",595,428,21,"2,424",124,"7,199",129 (2%),"7,199",4%,"135,352","4,242"
serbia,"9,943",95,209,3,"2,453",293,"7,281",45 (1%),"7,281",2%,"128,805","5,810"
dominican-republic,"9,376",281,380,7,"2,286",222,"6,710",134 (2%),"6,710",4%,"38,543","1,584"
south-africa,"8,895",663,178,17,"3,153",0,"5,564",77 (1%),"5,564",2%,"307,752","15,599"
egypt,"8,476",495,503,21,"1,945",58,"6,028",41 (1%),"6,028",6%,"90,000",0
czechia,"8,077",46,273,3,"4,413",42,"3,391",258 (8%),"3,391",3%,"293,992","7,171"
norway,"8,070",36,218,1,32,0,"7,820",27 (0%),"7,820",3%,"195,921","3,975"
panama,"7,868",137,225,7,886,27,"6,757",85 (1%),"6,757",3%,"39,093","1,079"
kuwait,"7,208",641,47,3,"2,466",85,"4,695",91 (2%),"4,695",1%,"196,397",0
australia,"6,914",18,97,0,"6,079",39,738,21 (3%),738,1%,"757,250","34,701"
malaysia,"6,535",68,107,0,"4,864",88,"1,564",18 (1%),"1,564",2%,"245,102","14,083"
finland,"5,738",65,260,5,"4,000",500,"1,478",45 (3%),"1,478",5%,"116,500","4,400"
morocco,"5,711",163,186,3,"2,324",145,"3,201",1 (0%),"3,201",3%,"59,871","3,379"
argentina,"5,611",403,293,20,"1,659",58,"3,659",148 (4%),"3,659",5%,"77,901","2,703"
algeria,"5,369",187,488,5,"2,467",144,"2,414",22 (1%),"2,414",9%,"6,500",0
kazakhstan,"4,834",256,31,1,"1,631",113,"3,172",31 (1%),"3,172",1%,"371,126","17,283"
moldova,"4,728",123,150,5,"1,826",79,"2,752",237 (9%),"2,752",3%,"20,447",0
bahrain,"4,444",245,8,0,"2,028",28,"2,408",2 (0%),"2,408",0%,"172,158","5,780"
ghana,"4,012",921,18,0,323,20,"3,671",8 (0%),"3,671",0%,"149,948","14,046"
nigeria,"3,912",386,117,10,679,78,"3,116",4 (0%),"3,116",3%,"23,835","1,343"
luxembourg,"3,871",12,100,0,"3,526",21,245,16 (7%),245,3%,"53,257","1,374"
afghanistan,"3,778",215,109,3,472,4,"3,197",7 (0%),"3,197",3%,"14,389",0
hungary,"3,178",28,392,9,865,64,"1,921",74 (4%),"1,921",12%,"99,058","5,022"
oman,"3,112",154,16,1,"1,025",45,"2,071",17 (1%),"2,071",1%,"50,000",0
armenia,"3,029",145,43,1,"1,218",33,"1,768",10 (1%),"1,768",1%,"29,205","1,188"
thailand,"3,000",8,55,0,"2,784",12,161,61 (38%),161,2%,"227,860",0
greece,"2,691",13,150,2,"1,374",0,"1,167",32 (3%),"1,167",6%,"94,991","4,948"
iraq,"2,603",60,104,2,"1,661",35,838,0 (0%),838,4%,"122,941","2,337"
uzbekistan,"2,325",27,10,0,"1,775",119,540,8 (1%),540,0%,"325,000",0
azerbaijan,"2,279",75,28,0,"1,576",25,675,18 (3%),675,1%,"181,530","5,620"
cameroon,"2,267",2,108,0,"1,002",2,"1,157",12 (1%),"1,157",5%,0,0
croatia,"2,161",36,86,0,"1,689",48,386,13 (3%),386,4%,"43,378","1,440"
bolivia,"2,081",195,102,11,219,21,"1,760",3 (0%),"1,760",5%,"7,651",0
bosnia-and-herzegovina,"2,070",43,98,8,960,6,"1,012",4 (0%),"1,012",5%,"38,187",0
guinea,"2,009",82,11,0,663,34,"1,335",0 (0%),"1,335",1%,0,0
bulgaria,"1,872",43,86,2,401,17,"1,385",49 (4%),"1,385",5%,"54,328","1,397"
iceland,"1,801",2,10,0,"1,755",5,36,0 (0%),36,1%,"51,663",0
cuba,"1,741",12,74,1,"1,078",47,589,8 (1%),589,4%,"63,560","1,947"
estonia,"1,725",5,56,0,704,431,965,4 (0%),965,3%,"61,767","1,237"
honduras,"1,685",224,105,6,154,22,"1,426",10 (1%),"1,426",6%,"5,653",0
ivory-coast,"1,602",86,20,2,754,33,828,0 (0%),828,1%,"12,312",864
north-macedonia,"1,586",14,90,1,"1,099",20,397,21 (5%),397,6%,"18,410",242
senegal,"1,551",59,13,0,611,49,927,6 (1%),927,1%,"18,969",0
new-zealand,"1,490",1,21,0,"1,347",15,122,3 (2%),122,1%,"175,835","7,812"
slovakia,"1,455",10,26,0,905,99,524,4 (1%),524,2%,"114,461","4,694"
slovenia,"1,450",1,100,1,252,5,"1,098",12 (1%),"1,098",7%,"59,978",0
lithuania,"1,436",3,49,0,765,26,622,17 (3%),622,3%,"172,191","8,103"
djibouti,"1,135",2,3,0,824,25,308,0 (0%),308,0%,"14,857",106
sudan,"1,111",181,59,7,102,10,950,0 (0%),950,5%,0,0
hong-kong,"1,045",4,4,0,944,12,97,1 (1%),97,0%,"154,989",0
tunisia,"1,026",1,44,1,600,9,382,22 (6%),382,4%,"25,967",412
latvia,928,19,18,0,464,0,446,2 (0%),446,2%,"73,016","1,947"
somalia,928,55,44,5,106,19,778,2 (0%),778,5%,0,0
kyrgyzstan,906,11,12,0,650,13,244,13 (5%),244,1%,"59,490",0
congo-kinshasa,897,34,36,0,119,16,742,0 (0%),742,4%,0,0
cyprus,891,2,15,0,400,0,476,10 (2%),476,2%,"72,768","1,957"
kosovo,861,5,27,1,562,72,272,0 (0%),272,3%,0,0
mayotte,854,115,10,1,352,0,492,7 (1%),492,1%,"4,000",600
albania,850,8,31,0,620,15,199,7 (4%),199,4%,"10,044",238
sri-lanka,835,12,9,0,240,8,586,1 (0%),586,1%,"32,078","1,553"
guatemala,832,34,23,2,90,4,719,5 (1%),719,3%,"7,200",0
lebanon,796,12,26,1,223,3,547,42 (8%),547,3%,"48,673","1,996"
niger,795,14,44,2,600,14,151,0 (0%),151,6%,"5,488",56
costa-rica,773,8,6,0,461,16,306,6 (2%),306,1%,"15,810",670
andorra,752,1,47,1,526,5,179,14 (8%),179,6%,"1,673",0
burkina-faso,744,8,48,0,566,4,130,0 (0%),130,6%,0,0
maldives,744,96,3,0,20,0,721,2 (0%),721,0%,"9,863",0
el-salvador,742,47,16,1,257,12,469,4 (1%),469,2%,"37,306","1,895"
cruise-ship,712,0,13,0,645,0,54,4 (7%),54,2%,0,0
uruguay,694,10,18,1,506,14,170,7 (4%),170,3%,"26,838","1,140"
mali,668,18,35,3,285,14,348,0 (0%),348,5%,"2,172",0
san-marino,623,1,41,0,114,8,468,4 (1%),468,7%,"2,860",83
georgia,623,8,10,1,288,13,325,6 (2%),325,2%,"25,861","1,825"
kenya,621,14,29,0,202,5,390,1 (0%),390,5%,"29,430","3,569"
guinea-bissau,594,30,2,0,25,0,567,0 (0%),567,0%,"1,500",0
paraguay,563,101,10,0,152,4,401,9 (2%),401,2%,"13,846","1,933"
channel-islands,545,0,40,0,430,24,75,0 (0%),75,7%,"5,342",0
tajikistan,522,61,12,0,0,0,510,0 (0%),510,2%,0,0
tanzania,509,29,21,5,183,16,305,7 (2%),305,4%,0,0
jordan,508,14,9,0,385,4,114,5 (4%),114,2%,"106,314","4,580"
gabon,504,107,8,2,110,17,386,1 (0%),386,2%,724,0
malta,489,3,5,0,419,6,65,0 (0%),65,1%,"40,493","1,127"
jamaica,488,10,9,0,58,1,421,0 (0%),421,2%,"6,417",322
taiwan,440,1,6,0,347,8,87,0 (0%),87,1%,"66,046",457
equatorial-guinea,439,0,4,0,13,0,422,0 (0%),422,1%,854,0
réunion,427,2,0,0,354,54,73,3 (4%),73,0%,"17,200",0
venezuela,388,7,10,0,190,5,188,1 (1%),188,3%,"507,119","4,348"
west-bank-and-gaza,375,1,2,0,176,2,197,0 (0%),197,1%,0,0
palestine,375,1,2,0,176,2,197,0 (0%),197,1%,"34,511",0
mauritius,332,0,10,0,320,0,2,3 (150%),2,3%,"60,466","4,972"
isle-of-man,329,2,23,0,271,0,35,19 (54%),35,7%,"3,625",166
montenegro,324,0,8,0,265,4,51,2 (4%),51,2%,"7,816",0
vietnam,288,17,0,0,233,1,55,8 (15%),55,0%,"261,004",0
congo-brazzaville,274,10,10,0,33,3,231,0 (0%),231,4%,0,0
rwanda,273,2,0,0,136,3,137,0 (0%),137,0%,"40,187","1,353"
chad,260,7,28,1,50,0,182,0 (0%),182,11%,0,0
sierra-leone,257,26,17,1,54,0,186,0 (0%),186,7%,0,0
benin,242,102,2,0,62,9,178,0 (0%),178,1%,0,0
cabo-verde,230,12,2,0,44,6,184,0 (0%),184,1%,791,0
sao-tome-and-principe,208,21,5,1,4,0,199,0 (0%),199,2%,175,0
liberia,199,10,20,0,79,0,100,0 (0%),100,10%,0,0
ethiopia,194,3,4,0,95,2,95,1 (1%),95,2%,"30,306","1,861"
madagascar,193,35,0,0,101,0,92,1 (1%),92,0%,"3,968",61
faroe-islands,187,0,0,0,185,0,2,0 (0%),2,0%,"8,317",76
martinique,186,3,14,0,83,0,89,3 (3%),89,8%,0,0
myanmar,177,1,6,0,67,5,104,0 (0%),104,3%,"10,848",621
burma,177,1,6,0,67,5,104,0 (0%),104,3%,0,0
zambia,167,14,4,0,111,8,52,1 (2%),52,2%,"10,270",0
eswatini,159,6,2,0,12,0,145,0 (0%),145,1%,714,0
guadeloupe,154,2,13,0,104,0,37,4 (11%),37,8%,0,0
gibraltar,146,2,0,0,142,1,4,0 (0%),4,0%,"3,366",0
haiti,146,17,12,0,17,1,117,0 (0%),117,8%,"1,145",3
togo,145,10,10,1,85,0,50,0 (0%),50,7%,"9,657",390
car,143,49,0,0,10,0,133,0 (0%),133,0%,"3,498",0
brunei,141,2,1,0,131,0,9,2 (22%),9,1%,"14,938",184
french-guiana,141,3,1,0,113,1,27,0 (0%),27,1%,0,0
cambodia,122,0,0,0,120,0,2,1 (50%),2,0%,"12,929",318
south-sudan,120,46,0,0,2,2,118,0 (0%),118,0%,"1,247",0
bermuda,118,0,7,0,59,0,52,4 (8%),52,6%,"3,569",0
trinidad-and-tobago,116,0,8,0,103,0,5,0 (0%),5,7%,"2,173",52
nepal,102,1,0,0,31,9,71,0 (0%),71,0%,"70,023","2,957"
uganda,101,1,0,0,55,0,46,0 (0%),46,0%,"47,620","3,510"
aruba,101,0,3,1,89,0,9,4 (44%),9,3%,"1,817",19
monaco,95,0,4,0,82,0,9,1 (11%),9,4%,0,0
guyana,94,1,10,0,34,7,50,3 (6%),50,11%,785,71
bahamas,92,0,11,0,26,0,55,1 (2%),55,12%,"1,500",0
barbados,83,1,7,0,53,0,23,4 (17%),23,8%,"2,788",89
liechtenstein,82,0,1,0,55,0,26,0 (0%),26,1%,900,0
mozambique,82,1,0,0,27,3,55,0 (0%),55,0%,"3,356",168
cayman-islands,81,1,1,0,41,6,39,3 (8%),39,1%,"3,423",297
sint-maarten,76,0,14,0,44,0,18,7 (39%),18,18%,329,0
libya,64,0,3,0,24,0,37,0 (0%),37,5%,"2,338",0
syria,47,2,3,0,29,2,15,0 (0%),15,6%,0,0
macau,45,0,0,0,40,1,5,1 (20%),5,0%,0,0
angola,43,7,2,0,11,0,30,0 (0%),30,5%,"3,000",0
malawi,43,0,3,0,14,5,26,1 (4%),26,7%,"1,112",151
mongolia,42,1,0,0,13,0,29,0 (0%),29,0%,"9,137",44
eritrea,39,0,0,0,30,0,9,0 (0%),9,0%,0,0
saint-martin,38,0,3,0,30,1,5,1 (20%),5,8%,0,0
yemen,34,9,7,2,1,0,26,0 (0%),26,21%,120,0
zimbabwe,34,0,4,0,5,0,25,0 (0%),25,12%,"16,052","8,410"
antigua-and-barbuda,25,0,3,0,16,0,6,1 (17%),6,12%,153,0
timor-leste,24,0,0,0,20,0,4,0 (0%),4,0%,664,0
botswana,23,0,1,0,9,1,13,0 (0%),13,4%,"9,066",0
grenada,21,0,0,0,13,0,8,4 (50%),8,0%,"1,406",0
laos,19,0,0,0,9,0,10,0 (0%),10,0%,"2,604",99
fiji,18,0,0,0,14,0,4,0 (0%),4,0%,"1,300",0
gambia,18,1,1,0,9,0,8,0 (0%),8,6%,756,194
new-caledonia,18,0,0,0,18,1,0,0 (nan%),0,0%,"5,213",0
belize,18,0,2,0,16,0,0,0 (nan%),0,11%,"1,043",0
saint-lucia,18,0,0,0,17,2,1,0 (0%),1,0%,575,129
st-vincent-grenadines,17,0,0,0,9,0,8,0 (0%),8,0%,137,0
nicaragua,16,0,5,0,7,0,4,0 (0%),4,31%,0,0
namibia,16,0,0,0,9,1,7,0 (0%),7,0%,"1,283",161
curaçao,16,0,1,0,14,1,1,0 (0%),1,6%,389,15
dominica,16,0,0,0,14,0,2,0 (0%),2,0%,416,0
saint-kitts-and-nevis,15,0,0,0,12,0,3,0 (0%),3,0%,327,9
burundi,15,0,1,0,7,0,7,0 (0%),7,7%,284,0
falkland-islands,13,0,0,0,13,0,0,0 (nan%),0,0%,395,7
vatican-city,12,0,0,0,2,0,10,0 (0%),10,0%,0,0
turks-and-caicos,12,0,1,0,6,0,5,0 (0%),5,8%,107,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,"1,394",32
seychelles,11,0,0,0,8,0,3,0 (0%),3,0%,0,0
montserrat,11,0,1,0,7,0,3,1 (33%),3,9%,36,0
suriname,10,0,1,0,9,0,0,0 (nan%),0,10%,404,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
papua-new-guinea,8,0,0,0,8,0,0,0 (nan%),0,0%,"2,402",0
comoros,8,0,1,0,0,0,7,0 (0%),7,13%,0,0
mauritania,8,0,1,0,6,0,1,0 (0%),1,13%,"1,842",0
british-virgin-islands,7,0,1,0,3,0,3,0 (0%),3,14%,132,0
bhutan,7,0,0,0,5,0,2,0 (0%),2,0%,"11,492",119
western-sahara,6,0,0,0,5,0,1,0 (0%),1,0%,0,0
caribbean-netherlands,6,0,0,0,0,0,6,0 (0%),6,0%,110,0
st-barth,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
anguilla,3,0,0,0,3,0,0,0 (nan%),0,0%,0,0
saint-pierre-miquelon,1,0,0,0,0,0,1,0 (0%),1,0%,0,0
